club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
CS Marítimo,Cuca,20.0,Angola,Goalkeeper,GK,,Unknown,,,in,summer,Primeira Liga,1992,False,
CS Marítimo,José Soeiro,26.0,Portugal,defence,defence,,Vit. Guimarães,Portugal,,in,summer,Primeira Liga,1992,False,
CS Marítimo,Humberto Silva Nascimento,24.0,Brazil,Centre-Back,CB,,Vasco da Gama,Brazil,,in,summer,Primeira Liga,1992,False,
CS Marítimo,Jorge Andrade,29.0,Brazil,Second Striker,SS,,FC Porto,Portugal,,in,summer,Primeira Liga,1992,False,
CS Marítimo,Carlos Jorge,25.0,Portugal,Centre-Back,CB,,Sporting CP,Portugal,,out,summer,Primeira Liga,1992,False,
CS Marítimo,Peter Hinds,30.0,Barbados,attack,attack,,Gil Vicente,Portugal,,out,summer,Primeira Liga,1992,False,
CS Marítimo,Jorge Costa,20.0,Portugal,Centre-Back,CB,,FC Porto,Portugal,0.0,out,summer,Primeira Liga,1992,True,end of loan
CS Marítimo,Abel Silva,22.0,Portugal,Right-Back,RB,,Benfica,Portugal,0.0,out,summer,Primeira Liga,1992,True,end of loan
CS Marítimo,Rodrigo Costa,17.0,Brazil,Centre-Back,CB,,Piracicaba,Brazil,0.0,in,winter,Primeira Liga,1992,False,
FC Famalicão,Artur Jorge,21.0,Portugal,Centre-Forward,CF,,Varzim,Portugal,,in,summer,Primeira Liga,1992,False,
FC Famalicão,Zé Nando,23.0,Portugal,Left-Back,LB,,Gil Vicente,Portugal,,in,summer,Primeira Liga,1992,False,
FC Famalicão,Thierry Pauk,26.0,France,defence,defence,,FC Metz,France,,in,summer,Primeira Liga,1992,False,
FC Famalicão,Petar Mihtarski,25.0,Bulgaria,Centre-Forward,CF,,FC Porto,Portugal,0.0,in,summer,Primeira Liga,1992,True,free loan
FC Famalicão,Careca,23.0,Brazil,Attacking Midfield,AM,,Sporting CP,Portugal,0.0,in,summer,Primeira Liga,1992,True,free loan
FC Famalicão,Marito,24.0,Portugal,Right Midfield,RM,,Chaves,Portugal,,in,summer,Primeira Liga,1992,False,
FC Famalicão,Jorginho,30.0,Brazil,Centre-Back,CB,,Sporting CP,Portugal,,in,summer,Primeira Liga,1992,False,
FC Famalicão,Celestino da Silva,27.0,Portugal,Centre-Back,CB,,Varzim,Portugal,,in,summer,Primeira Liga,1992,False,
FC Famalicão,Secretário,22.0,Portugal,Right-Back,RB,,Braga,Portugal,,out,summer,Primeira Liga,1992,False,
FC Famalicão,Djamel Menad,31.0,Algeria,Centre-Forward,CF,,Belenenses SAD,Portugal,,out,summer,Primeira Liga,1992,False,
FC Famalicão,Amarildo,27.0,Brazil,attack,attack,,CD Logroñés,Spain,,out,summer,Primeira Liga,1992,False,
FC Famalicão,Dane Kuprešanin,25.0,Bosnia-Herzegovina,Attacking Midfield,AM,,Vit. Guimarães,Portugal,,out,summer,Primeira Liga,1992,False,
FC Famalicão,Marquinhos,28.0,Brazil,midfield,midfield,,Beira-Mar,Portugal,,out,summer,Primeira Liga,1992,False,
FC Famalicão,Chico Faria,27.0,Portugal,Centre-Forward,CF,,Espinho,Portugal,,out,summer,Primeira Liga,1992,False,
FC Famalicão,Porfírio Amorim,31.0,Portugal,Centre-Back,CB,,Retired,,,out,summer,Primeira Liga,1992,False,
FC Paços de Ferreira,Tulipa,19.0,Portugal,Attacking Midfield,AM,,Rio Ave FC,Portugal,,in,summer,Primeira Liga,1992,False,
FC Paços de Ferreira,Luís Sobrinho,31.0,Portugal,Centre-Back,CB,,Vitória Setúbal,Portugal,,in,summer,Primeira Liga,1992,False,
FC Paços de Ferreira,Carlos Pinto,19.0,Portugal,Attacking Midfield,AM,,Rebordosa AC,Portugal,,in,summer,Primeira Liga,1992,False,
FC Paços de Ferreira,Melo,29.0,Portugal,midfield,midfield,,Vit. Guimarães,Portugal,,in,summer,Primeira Liga,1992,False,
FC Paços de Ferreira,Antonio Miranda,26.0,Portugal,Attacking Midfield,AM,,Beira-Mar,Portugal,,in,summer,Primeira Liga,1992,False,
FC Paços de Ferreira,Valtinho,25.0,Brazil,Defensive Midfield,DM,,Penafiel,Portugal,,in,summer,Primeira Liga,1992,False,
FC Paços de Ferreira,Carlos Padrão,32.0,Portugal,Goalkeeper,GK,,FC Porto,Portugal,,in,summer,Primeira Liga,1992,False,
FC Paços de Ferreira,Miguel Bruno,20.0,Portugal,Centre-Forward,CF,,Feirense,Portugal,,in,summer,Primeira Liga,1992,False,
FC Paços de Ferreira,António Caldas,33.0,Portugal,Goalkeeper,GK,,Leixões,Portugal,,out,summer,Primeira Liga,1992,False,
FC Paços de Ferreira,Nikola Spasov,33.0,Bulgaria,attack,attack,,Rio Ave FC,Portugal,,out,summer,Primeira Liga,1992,False,
FC Paços de Ferreira,Marc Pascal,30.0,France,Centre-Forward,CF,,Retired,,,out,summer,Primeira Liga,1992,False,
FC Porto,Rui Jorge,19.0,Portugal,Left-Back,LB,,Rio Ave FC,Portugal,,in,summer,Primeira Liga,1992,False,
FC Porto,Paulinho Santos,21.0,Portugal,Defensive Midfield,DM,,Rio Ave FC,Portugal,,in,summer,Primeira Liga,1992,False,
FC Porto,Antônio Carlos,28.0,Brazil,Central Midfield,CM,,América,Mexico,,in,summer,Primeira Liga,1992,False,
FC Porto,Paulinho McLaren,22.0,Brazil,attack,attack,,Santos FC,Brazil,,in,summer,Primeira Liga,1992,False,
FC Porto,António Folha,21.0,Portugal,Left Winger,LW,,Braga,Portugal,,out,summer,Primeira Liga,1992,False,
FC Porto,José Tavares,27.0,Portugal,Central Midfield,CM,,Boavista,Portugal,,out,summer,Primeira Liga,1992,False,
FC Porto,Paulo Pereira,26.0,Brazil,Right-Back,RB,,Vit. Guimarães,Portugal,,out,summer,Primeira Liga,1992,False,
FC Porto,Kiki,30.0,Portugal,Attacking Midfield,AM,,Braga,Portugal,,out,summer,Primeira Liga,1992,False,
FC Porto,Petar Mihtarski,25.0,Bulgaria,Centre-Forward,CF,,Famalicão,Portugal,0.0,out,summer,Primeira Liga,1992,True,free loan
FC Porto,Jorge Andrade,29.0,Brazil,Second Striker,SS,,Marítimo,Portugal,,out,summer,Primeira Liga,1992,False,
FC Porto,Carlos Padrão,32.0,Portugal,Goalkeeper,GK,,Paços Ferreira,Portugal,,out,summer,Primeira Liga,1992,False,
FC Tirsense,Carlos Carvalhal,26.0,Portugal,Centre-Back,CB,,Braga,Portugal,,in,summer,Primeira Liga,1992,False,
FC Tirsense,Jorge Vital,30.0,Portugal,Goalkeeper,GK,,CF Estrela,Portugal,,in,summer,Primeira Liga,1992,False,
FC Tirsense,Valério,29.0,Portugal,defence,defence,,CF Estrela,Portugal,,in,summer,Primeira Liga,1992,False,
FC Tirsense,Cao,23.0,Cape Verde,Defensive Midfield,DM,,Rio Ave FC,Portugal,,in,summer,Primeira Liga,1992,False,
FC Tirsense,Paulo Alves,22.0,Portugal,Centre-Forward,CF,,Marítimo,Portugal,,out,summer,Primeira Liga,1992,False,
FC Tirsense,Rui Nascimento,32.0,Portugal,Attacking Midfield,AM,,Amora FC,Portugal,,out,summer,Primeira Liga,1992,False,
FC Tirsense,Acácio,33.0,Brazil,Goalkeeper,GK,,Beira-Mar,Portugal,,out,summer,Primeira Liga,1992,False,
FC Tirsense,Rui Lowden,26.0,Portugal,Left-Back,LB,,Moreirense,Portugal,,out,summer,Primeira Liga,1992,False,
FC Tirsense,Alain Julien,28.0,Belgium,Centre-Forward,CF,,Espinho,Portugal,,out,summer,Primeira Liga,1992,False,
FC Tirsense,Toninho Cruz,23.0,Portugal,Defensive Midfield,DM,,Felgueiras,Portugal,,out,summer,Primeira Liga,1992,False,
FC Tirsense,Émerson Thome,20.0,Brazil,Centre-Back,CB,,Coimbra,Portugal,,in,winter,Primeira Liga,1992,False,
GD Chaves,Mirsad Omerhodzic,25.0,Croatia,Attacking Midfield,AM,,Rodez AF,France,,in,summer,Primeira Liga,1992,False,
GD Chaves,Marin Bakalov,30.0,Bulgaria,Defensive Midfield,DM,,Botev Plovdiv,Bulgaria,,in,summer,Primeira Liga,1992,False,
GD Chaves,Kimmo Tarkkio,26.0,Finland,Centre-Forward,CF,,FC Kuusysi,Finland,0.0,in,summer,Primeira Liga,1992,True,free loan
GD Chaves,Rui Correia,24.0,Portugal,Goalkeeper,GK,,Braga,Portugal,,out,summer,Primeira Liga,1992,False,
GD Chaves,Georgi Slavkov,33.0,Bulgaria,Centre-Forward,CF,,Botev Plovdiv,Bulgaria,,out,summer,Primeira Liga,1992,False,
GD Chaves,Marito,24.0,Portugal,Right Midfield,RM,,Famalicão,Portugal,,out,summer,Primeira Liga,1992,False,
GD Chaves,Marin Balakov,30.0,Bulgaria,midfield,midfield,,Botev Plovdiv,Bulgaria,,in,winter,Primeira Liga,1992,False,
GD Chaves,Kimmo Tarkkio,26.0,Finland,Centre-Forward,CF,,FC Kuusysi,Finland,0.0,in,winter,Primeira Liga,1992,True,free loan
GD Chaves,Santos,28.0,Brazil,midfield,midfield,,Leiria,Portugal,,out,winter,Primeira Liga,1992,False,
GD Estoril Praia,Marco Paulo,19.0,Portugal,Central Midfield,CM,,O Elvas,Portugal,0.0,in,summer,Primeira Liga,1992,False,
GD Estoril Praia,Carlos Manuel,34.0,Portugal,Central Midfield,CM,,Boavista,Portugal,,in,summer,Primeira Liga,1992,False,
GD Estoril Praia,Aziz Bouderbala,31.0,Morocco,Attacking Midfield,AM,,Olympique Lyon,France,,in,summer,Primeira Liga,1992,False,
GD Estoril Praia,João Pires,21.0,Portugal,attack,attack,,Benfica,Portugal,,in,summer,Primeira Liga,1992,False,
GD Estoril Praia,Carlos Pereira,28.0,Portugal,Goalkeeper,GK,,Louletano,Portugal,,in,summer,Primeira Liga,1992,False,
GD Estoril Praia,Hélder Cristóvão,21.0,Portugal,Centre-Back,CB,,Benfica,Portugal,,out,summer,Primeira Liga,1992,False,
GD Estoril Praia,Carlos André,20.0,Portugal,Central Midfield,CM,,Beira-Mar,Portugal,,out,summer,Primeira Liga,1992,False,
GD Estoril Praia,Luis Mariano,23.0,Portugal,Central Midfield,CM,,Benfica,Portugal,,out,summer,Primeira Liga,1992,False,
GD Estoril Praia,Tomislav Ivkovic,32.0,Croatia,Goalkeeper,GK,,Sporting CP,Portugal,,in,winter,Primeira Liga,1992,False,
GD Estoril Praia,Erwin Sánchez,23.0,Bolivia,Attacking Midfield,AM,,Boavista,Portugal,,out,winter,Primeira Liga,1992,False,
Gil Vicente FC,Ljubinko Drulovic,23.0,Serbia,Left Winger,LW,,Rad,Serbia,0.0,in,summer,Primeira Liga,1992,False,
Gil Vicente FC,Hugo Costa,18.0,Portugal,Centre-Back,CB,,Benfica,Portugal,,in,summer,Primeira Liga,1992,False,
Gil Vicente FC,Marcelo,22.0,Brazil,Centre-Forward,CF,,Feirense,Portugal,,in,summer,Primeira Liga,1992,False,
Gil Vicente FC,Menayane Tueba,29.0,DR Congo,Defensive Midfield,DM,,Farense,Portugal,,in,summer,Primeira Liga,1992,False,
Gil Vicente FC,Nando,29.0,Portugal,defence,defence,,Braga,Portugal,,in,summer,Primeira Liga,1992,False,
Gil Vicente FC,Peter Hinds,30.0,Barbados,attack,attack,,Marítimo,Portugal,,in,summer,Primeira Liga,1992,False,
Gil Vicente FC,Jaime Cerqueira,24.0,Portugal,Central Midfield,CM,,Boavista,Portugal,,in,summer,Primeira Liga,1992,False,
Gil Vicente FC,Remco Boere,30.0,Netherlands,Centre-Forward,CF,,FC Zwolle,Netherlands,0.0,out,summer,Primeira Liga,1992,False,
Gil Vicente FC,Nuno Capucho,20.0,Portugal,Right Winger,RW,,Sporting CP,Portugal,,out,summer,Primeira Liga,1992,False,
Gil Vicente FC,Zé Nando,23.0,Portugal,Left-Back,LB,,Famalicão,Portugal,,out,summer,Primeira Liga,1992,False,
Gil Vicente FC,Raudnei,26.0,Brazil,attack,attack,,Guarani,Brazil,,out,summer,Primeira Liga,1992,False,
Gil Vicente FC,Zé Nuno,22.0,Portugal,Right-Back,RB,,Braga,Portugal,,out,summer,Primeira Liga,1992,False,
Gil Vicente FC,Luís Miguel,19.0,Portugal,midfield,midfield,,União Lamas,Portugal,,out,summer,Primeira Liga,1992,False,
Gil Vicente FC,Eliseu,23.0,Brazil,Centre-Back,CB,,Beira-Mar,Portugal,,out,summer,Primeira Liga,1992,False,
Gil Vicente FC,Armando dos Santos,27.0,Guinea-Bissau,attack,attack,,Farense,Portugal,,out,summer,Primeira Liga,1992,False,
Gil Vicente FC,Camberra,21.0,Angola,Central Midfield,CM,,Rio Ave FC,Portugal,,out,summer,Primeira Liga,1992,False,
Gil Vicente FC,Rui Carlos,23.0,Portugal,Central Midfield,CM,,Vitória Setúbal,Portugal,,out,summer,Primeira Liga,1992,False,
SC Beira-Mar,Dacroce,24.0,Brazil,midfield,midfield,,Internacional,Brazil,0.0,in,summer,Primeira Liga,1992,False,
SC Beira-Mar,Carlos André,20.0,Portugal,Central Midfield,CM,,Estoril Praia,Portugal,,in,summer,Primeira Liga,1992,False,
SC Beira-Mar,Aleksandar Krstic,30.0,Serbia,Centre-Forward,CF,,Rodez AF,France,,in,summer,Primeira Liga,1992,False,
SC Beira-Mar,Acácio,33.0,Brazil,Goalkeeper,GK,,Tirsense,Portugal,,in,summer,Primeira Liga,1992,False,
SC Beira-Mar,Helcinho,22.0,Brazil,Attacking Midfield,AM,,Internacional,Brazil,,in,summer,Primeira Liga,1992,False,
SC Beira-Mar,Manuel Cabral,,Portugal,Left-Back,LB,,Portimonense,Portugal,,in,summer,Primeira Liga,1992,False,
SC Beira-Mar,Marko Nenezic,28.0,Montenegro,midfield,midfield,,Rodez AF,France,,in,summer,Primeira Liga,1992,False,
SC Beira-Mar,Marquinhos,28.0,Brazil,midfield,midfield,,Famalicão,Portugal,,in,summer,Primeira Liga,1992,False,
SC Beira-Mar,Eliseu,23.0,Brazil,Centre-Back,CB,,Gil Vicente,Portugal,,in,summer,Primeira Liga,1992,False,
SC Beira-Mar,Júlio,23.0,Portugal,attack,attack,,Unknown,,,in,summer,Primeira Liga,1992,False,
SC Beira-Mar,Vlado Bozinoski,28.0,Australia,Central Midfield,CM,,Ipswich,England,,out,summer,Primeira Liga,1992,False,
SC Beira-Mar,Hélder Catalão,37.0,Portugal,Goalkeeper,GK,,Nacional,Portugal,,out,summer,Primeira Liga,1992,False,
SC Beira-Mar,Antonio Miranda,26.0,Portugal,Attacking Midfield,AM,,Paços Ferreira,Portugal,,out,summer,Primeira Liga,1992,False,
SC Beira-Mar,Jarbas,31.0,Brazil,Left Winger,LW,,Náutico,Brazil,,out,summer,Primeira Liga,1992,False,
SC Beira-Mar,China,32.0,Brazil,midfield,midfield,,Leixões,Portugal,,out,summer,Primeira Liga,1992,False,
SC Braga,Artur Jorge,20.0,Portugal,Centre-Back,CB,,Unknown,,,in,summer,Primeira Liga,1992,False,
SC Braga,Rui Correia,24.0,Portugal,Goalkeeper,GK,,Chaves,Portugal,,in,summer,Primeira Liga,1992,False,
SC Braga,António Folha,21.0,Portugal,Left Winger,LW,,FC Porto,Portugal,,in,summer,Primeira Liga,1992,False,
SC Braga,Secretário,22.0,Portugal,Right-Back,RB,,Famalicão,Portugal,,in,summer,Primeira Liga,1992,False,
SC Braga,Kiki,30.0,Portugal,Attacking Midfield,AM,,FC Porto,Portugal,,in,summer,Primeira Liga,1992,False,
SC Braga,Jorge Ferreira,26.0,Portugal,Right-Back,RB,,Vitória Setúbal,Portugal,,in,summer,Primeira Liga,1992,False,
SC Braga,Eugénio,25.0,Portugal,Right-Back,RB,,Farense,Portugal,,in,summer,Primeira Liga,1992,False,
SC Braga,Zé Nuno,22.0,Portugal,Right-Back,RB,,Gil Vicente,Portugal,,in,summer,Primeira Liga,1992,False,
SC Braga,Toni,25.0,Cape Verde,Centre-Forward,CF,,Rio Ave FC,Portugal,,in,summer,Primeira Liga,1992,False,
SC Braga,Armando,21.0,Angola,Centre-Forward,CF,,Sintrense,Portugal,,in,summer,Primeira Liga,1992,False,
SC Braga,Augusto Gama,22.0,Portugal,Right Winger,RW,,Rio Ave FC,Portugal,,out,summer,Primeira Liga,1992,False,
SC Braga,Barroso,21.0,Portugal,Central Midfield,CM,,Rio Ave FC,Portugal,0.0,out,summer,Primeira Liga,1992,True,free loan
SC Braga,Carlos Carvalhal,26.0,Portugal,Centre-Back,CB,,Tirsense,Portugal,,out,summer,Primeira Liga,1992,False,
SC Braga,Chiquinho Conde,26.0,Mozambique,Centre-Forward,CF,,Vitória Setúbal,Portugal,,out,summer,Primeira Liga,1992,False,
SC Braga,Abel Campos,30.0,Angola,attack,attack,,Castelo Branco,Portugal,,out,summer,Primeira Liga,1992,False,
SC Braga,Nando,29.0,Portugal,defence,defence,,Gil Vicente,Portugal,,out,summer,Primeira Liga,1992,False,
SC Espinho,Dito,30.0,Portugal,Centre-Back,CB,,Vitória Setúbal,Portugal,,in,summer,Primeira Liga,1992,False,
SC Espinho,Alain Julien,28.0,Belgium,Centre-Forward,CF,,Tirsense,Portugal,,in,summer,Primeira Liga,1992,False,
SC Espinho,Pingo,31.0,Brazil,Central Midfield,CM,,Desportivo Aves,Portugal,,in,summer,Primeira Liga,1992,False,
SC Espinho,Chico Faria,27.0,Portugal,Centre-Forward,CF,,Famalicão,Portugal,,in,summer,Primeira Liga,1992,False,
SC Espinho,Amadeu,26.0,Angola,defence,defence,,Vitória Setúbal,Portugal,,in,summer,Primeira Liga,1992,False,
SC Espinho,Filó,20.0,Portugal,Centre-Back,CB,,Fiães,Portugal,0.0,out,summer,Primeira Liga,1992,False,
SC Espinho,Vermelhinho,33.0,Portugal,Left Midfield,LM,,Sanjoanense,Portugal,,out,summer,Primeira Liga,1992,False,
SC Espinho,Kalombo N'Kongolo,30.0,DR Congo,Centre-Back,CB,,Atlético CP,Portugal,,out,summer,Primeira Liga,1992,False,
SC Espinho,Nelo,33.0,Portugal,Defensive Midfield,DM,,Lixa,Portugal,,out,summer,Primeira Liga,1992,False,
SC Farense,Barrigana,20.0,Portugal,Defensive Midfield,DM,,Amarante,Portugal,0.0,in,summer,Primeira Liga,1992,False,
SC Farense,Hassan,26.0,Morocco,Centre-Forward,CF,,RCD Mallorca,Spain,,in,summer,Primeira Liga,1992,False,
SC Farense,Hélder Batista,19.0,Portugal,midfield,midfield,,Torreense,Portugal,,in,summer,Primeira Liga,1992,False,
SC Farense,Hélder Baptista,20.0,Portugal,midfield,midfield,,Torreense,Portugal,,in,summer,Primeira Liga,1992,False,
SC Farense,Armando dos Santos,27.0,Guinea-Bissau,attack,attack,,Gil Vicente,Portugal,,in,summer,Primeira Liga,1992,False,
SC Farense,Zé Carlos,30.0,Brazil,Goalkeeper,GK,,Cruzeiro,Brazil,,in,summer,Primeira Liga,1992,False,
SC Farense,Quim,32.0,Portugal,Defensive Midfield,DM,,Rio Ave FC,Portugal,,out,summer,Primeira Liga,1992,False,
SC Farense,Menayane Tueba,29.0,DR Congo,Defensive Midfield,DM,,Gil Vicente,Portugal,,out,summer,Primeira Liga,1992,False,
SC Farense,Eugénio,25.0,Portugal,Right-Back,RB,,Braga,Portugal,,out,summer,Primeira Liga,1992,False,
SC Farense,Zoran Lemajic,31.0,Montenegro,Goalkeeper,GK,,Boavista,Portugal,,out,summer,Primeira Liga,1992,False,
SC Salgueiros,Ricardo Sá Pinto,19.0,Portugal,Second Striker,SS,,Salgueiros U19,Portugal,,in,summer,Primeira Liga,1992,False,
SC Salgueiros,Jorge Plácido,28.0,Portugal,attack,attack,,US Créteil,France,,out,summer,Primeira Liga,1992,False,
SC Salgueiros,Edel,26.0,Angola,attack,attack,,Nacional,Portugal,,out,summer,Primeira Liga,1992,False,
SL Benfica,João Pinto,20.0,Portugal,Second Striker,SS,,Boavista,Portugal,2500000.0,in,summer,Primeira Liga,1992,False,
SL Benfica,Fernando Mendes,25.0,Portugal,Left-Back,LB,,Boavista,Portugal,,in,summer,Primeira Liga,1992,False,
SL Benfica,Hélder Cristóvão,21.0,Portugal,Centre-Back,CB,,Estoril Praia,Portugal,,in,summer,Primeira Liga,1992,False,
SL Benfica,Pedro Roma,21.0,Portugal,Goalkeeper,GK,,Coimbra,Portugal,,in,summer,Primeira Liga,1992,False,
SL Benfica,Sergey Yuran,23.0,Russia,Centre-Forward,CF,,Dynamo Kyiv,Ukraine,,in,summer,Primeira Liga,1992,False,
SL Benfica,Carlos Mozer,31.0,Brazil,Centre-Back,CB,,Marseille,France,,in,summer,Primeira Liga,1992,False,
SL Benfica,Luis Mariano,23.0,Portugal,Central Midfield,CM,,Estoril Praia,Portugal,,in,summer,Primeira Liga,1992,False,
SL Benfica,Rui Bento,20.0,Portugal,Defensive Midfield,DM,,Boavista,Portugal,,out,summer,Primeira Liga,1992,False,
SL Benfica,Hugo Costa,18.0,Portugal,Centre-Back,CB,,Gil Vicente,Portugal,,out,summer,Primeira Liga,1992,False,
SL Benfica,Jonas Thern,25.0,Sweden,Central Midfield,CM,,Napoli,Italy,,out,summer,Primeira Liga,1992,False,
SL Benfica,Paulo Santos,19.0,Portugal,Goalkeeper,GK,,Olivais,Portugal,0.0,out,summer,Primeira Liga,1992,True,free loan
SL Benfica,Mats Magnusson,28.0,Sweden,Centre-Forward,CF,,Helsingborg,Sweden,,out,summer,Primeira Liga,1992,False,
SL Benfica,Pedro Valido,22.0,Portugal,defence,defence,,Marítimo,Portugal,,out,summer,Primeira Liga,1992,False,
SL Benfica,João Pires,21.0,Portugal,attack,attack,,Estoril Praia,Portugal,,out,summer,Primeira Liga,1992,False,
SL Benfica,José Dominguez,18.0,Portugal,Left Winger,LW,,Sintrense,Portugal,0.0,out,summer,Primeira Liga,1992,True,free loan
SL Benfica,Manuel Bento,44.0,Portugal,Goalkeeper,GK,,Retired,,,out,summer,Primeira Liga,1992,False,
Sporting CP,Andrzej Juskowiak,21.0,Poland,Centre-Forward,CF,,Lech Poznan,Poland,,in,summer,Primeira Liga,1992,False,
Sporting CP,Nuno Capucho,20.0,Portugal,Right Winger,RW,,Gil Vicente,Portugal,,in,summer,Primeira Liga,1992,False,
Sporting CP,Bilro,21.0,Portugal,Right-Back,RB,,Olhanense,Portugal,,in,summer,Primeira Liga,1992,False,
Sporting CP,Pedro Barny,25.0,Portugal,Centre-Back,CB,,Boavista,Portugal,,in,summer,Primeira Liga,1992,False,
Sporting CP,Luís Manuel,21.0,Portugal,Defensive Midfield,DM,,Ovarense,Portugal,,in,summer,Primeira Liga,1992,False,
Sporting CP,Stan Valckx,28.0,Netherlands,Centre-Back,CB,,PSV Eindhoven,Netherlands,,in,summer,Primeira Liga,1992,False,
Sporting CP,Carlos Jorge,25.0,Portugal,Centre-Back,CB,,Marítimo,Portugal,,in,summer,Primeira Liga,1992,False,
Sporting CP,Pedro Franco,18.0,Portugal,Centre-Back,CB,,Odivelas,Portugal,0.0,out,summer,Primeira Liga,1992,True,free loan
