club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status
Boavista FC,Luís Manuel,29.0,Portugal,Defensive Midfield,DM,,Beira-Mar,Portugal,,out,summer,Primeira Liga,2000,False,
Boavista FC,Paulo Sousa,33.0,Portugal,Right-Back,RB,,União Lamas,Portugal,,out,summer,Primeira Liga,2000,False,
Boavista FC,Gilmar,33.0,Brazil,Centre-Forward,CF,,Chaves,Portugal,,out,summer,Primeira Liga,2000,False,
Boavista FC,César de Loma,24.0,Spain,Left Midfield,LM,,Real Betis,Spain,,out,summer,Primeira Liga,2000,False,
Boavista FC,Pedro Albergaria,19.0,Portugal,Goalkeeper,GK,,Gondomar,Portugal,,out,summer,Primeira Liga,2000,False,
Boavista FC,Carlos Alberto,25.0,Brazil,Right Midfield,RM,,Rio Branco-MG,Brazil,,out,summer,Primeira Liga,2000,False,
Boavista FC,Rui Lima,22.0,Portugal,Left Midfield,LM,,Desportivo Aves,Portugal,0.0,out,summer,Primeira Liga,2000,True,free loan
Boavista FC,João Paulo,20.0,Portugal,Centre-Forward,CF,,Vitória Setúbal,Portugal,0.0,out,summer,Primeira Liga,2000,True,free loan
Boavista FC,Ion Timofte,32.0,Romania,Left Midfield,LM,,Retired,,,out,summer,Primeira Liga,2000,False,
Boavista FC,Rui Bento,28.0,Portugal,Defensive Midfield,DM,,Sporting CP,Portugal,0.0,out,winter,Primeira Liga,2000,False,
Boavista FC,Artur Jorge Vicente,28.0,Cape Verde,attack,attack,,Vitória Setúbal,Portugal,,out,winter,Primeira Liga,2000,False,
Boavista FC,Emanuel,25.0,Portugal,Central Midfield,CM,,Rio Ave FC,Portugal,,out,winter,Primeira Liga,2000,False,
Boavista FC,Augustine Ahinful,26.0,Ghana,Centre-Forward,CF,,Ankaragücü,Turkey,,out,winter,Primeira Liga,2000,False,
CF Estrela Amadora SAD,Jorge Cadete,31.0,Portugal,Centre-Forward,CF,,Bradford,England,,in,summer,Primeira Liga,2000,False,
CF Estrela Amadora SAD,Paulo Fonseca,27.0,Portugal,Centre-Back,CB,,Vit. Guimarães,Portugal,,in,summer,Primeira Liga,2000,False,
CF Estrela Amadora SAD,António Semedo,21.0,Portugal,Right Winger,RW,,Casa Pia,Portugal,,in,summer,Primeira Liga,2000,False,
CF Estrela Amadora SAD,Tiago Lemos,22.0,Portugal,Central Midfield,CM,,Estoril Praia,Portugal,,in,summer,Primeira Liga,2000,False,
CF Estrela Amadora SAD,Luís Carlos,27.0,Portugal,Attacking Midfield,AM,,Benfica,Portugal,,in,summer,Primeira Liga,2000,False,
CF Estrela Amadora SAD,Igor Souza,21.0,Brazil,Attacking Midfield,AM,,Central,Brazil,,in,summer,Primeira Liga,2000,False,
CF Estrela Amadora SAD,Paulo Ferreira,26.0,Portugal,Left Winger,LW,,FC Porto,Portugal,,in,summer,Primeira Liga,2000,False,
CF Estrela Amadora SAD,Miguel,20.0,Portugal,Right-Back,RB,,Benfica,Portugal,0.0,out,summer,Primeira Liga,2000,False,
CF Estrela Amadora SAD,Pedro Duarte,28.0,Portugal,Goalkeeper,GK,,Sporting Pombal,Portugal,0.0,out,summer,Primeira Liga,2000,False,
CF Estrela Amadora SAD,Verona,26.0,Brazil,Attacking Midfield,AM,,Belenenses SAD,Portugal,,out,summer,Primeira Liga,2000,False,
CF Estrela Amadora SAD,Hugo Évora,18.0,Cape Verde,Centre-Back,CB,,Samora Correia,Portugal,0.0,out,summer,Primeira Liga,2000,True,free loan
CF Estrela Amadora SAD,Jorge Andrade,22.0,Portugal,Centre-Back,CB,,FC Porto,Portugal,,out,summer,Primeira Liga,2000,False,
CF Estrela Amadora SAD,José Leal,35.0,Portugal,Left-Back,LB,,Santa Clara,Portugal,,out,summer,Primeira Liga,2000,False,
CF Estrela Amadora SAD,Leonson Lewis,33.0,Trinidad and Tobago,attack,attack,,União Lamas,Portugal,,out,summer,Primeira Liga,2000,False,
CF Estrela Amadora SAD,Vítor Vieira,27.0,Portugal,Right Winger,RW,,Gil Vicente,Portugal,,out,summer,Primeira Liga,2000,False,
CF Estrela Amadora SAD,Sérgio Marquês,24.0,Portugal,Defensive Midfield,DM,,Imortal,Portugal,,out,winter,Primeira Liga,2000,False,
CF Estrela Amadora SAD,Gilberto,33.0,Brazil,Centre-Forward,CF,,Imortal,Portugal,,out,winter,Primeira Liga,2000,False,
CS Marítimo,Marco Lagarto,,,Attacking Midfield,AM,,Farense,Portugal,0.0,in,summer,Primeira Liga,2000,False,
CS Marítimo,Porfírio,26.0,Portugal,Left Midfield,LM,,Benfica,Portugal,0.0,in,summer,Primeira Liga,2000,True,free loan
CS Marítimo,Quim,26.0,Portugal,Centre-Forward,CF,,Dundee United,Scotland,,in,summer,Primeira Liga,2000,False,
CS Marítimo,Bakero,22.0,Portugal,Left Winger,LW,,Sevilla FC,Spain,,in,summer,Primeira Liga,2000,False,
CS Marítimo,Gilmar,30.0,Brazil,Goalkeeper,GK,,Caxias-RS,Brazil,,in,summer,Primeira Liga,2000,False,
CS Marítimo,Rui Óscar,24.0,Portugal,Right-Back,RB,,Boavista,Portugal,0.0,out,summer,Primeira Liga,2000,False,
CS Marítimo,Yves Van Der Straeten,29.0,Belgium,Goalkeeper,GK,,Lierse SK,Belgium,,out,summer,Primeira Liga,2000,False,
CS Marítimo,Mariano Toedtli,24.0,Argentina,Centre-Forward,CF,,UD Salamanca,Spain,,out,summer,Primeira Liga,2000,False,
CS Marítimo,Johann Duveau,22.0,France,Left Winger,LW,,Torpedo Moscow,Russia,,out,summer,Primeira Liga,2000,False,
CS Marítimo,Nuno Afonso,25.0,Portugal,Centre-Back,CB,,Desportivo Aves,Portugal,,out,summer,Primeira Liga,2000,False,
CS Marítimo,Toni,27.0,Portugal,Centre-Forward,CF,,Leça,Portugal,,out,summer,Primeira Liga,2000,False,
CS Marítimo,Ion Sburlea,29.0,Romania,Centre-Back,CB,,CSM Ceahlaul,Romania,,out,summer,Primeira Liga,2000,False,
CS Marítimo,Jörg Smeets,29.0,Netherlands,Right Winger,RW,,Helmond Sport,Netherlands,,out,summer,Primeira Liga,2000,False,
CS Marítimo,Rubén Darío Ferrer,25.0,Argentina,attack,attack,,Los Andes,Argentina,,in,winter,Primeira Liga,2000,False,
CS Marítimo,Walter Otta,27.0,Italy,Centre-Forward,CF,,Marathón,Honduras,,in,winter,Primeira Liga,2000,False,
CS Marítimo,Paulo Pereira,23.0,Portugal,Defensive Midfield,DM,,Ovarense,Portugal,0.0,out,winter,Primeira Liga,2000,False,
Desportivo Aves,Douala,21.0,Cameroon,Left Winger,LW,,Boavista,Portugal,0.0,in,summer,Primeira Liga,2000,True,free loan
Desportivo Aves,Nílton,21.0,Cape Verde,Central Midfield,CM,,Boavista,Portugal,,in,summer,Primeira Liga,2000,False,
Desportivo Aves,José Soares,24.0,Portugal,Centre-Back,CB,,Campomaiorense,Portugal,,in,summer,Primeira Liga,2000,False,
Desportivo Aves,Michel Pensée,27.0,Cameroon,Centre-Back,CB,,Seongnam Ilhwa,"Korea, South",,in,summer,Primeira Liga,2000,False,
Desportivo Aves,Quinzinho,26.0,Angola,Centre-Forward,CF,,Rayo Vallecano,Spain,,in,summer,Primeira Liga,2000,False,
Desportivo Aves,Nuno Afonso,25.0,Portugal,Centre-Back,CB,,Marítimo,Portugal,,in,summer,Primeira Liga,2000,False,
Desportivo Aves,Adamo Ramos Martins,29.0,Portugal,Goalkeeper,GK,,Moreirense,Portugal,,in,summer,Primeira Liga,2000,False,
Desportivo Aves,Tó Luis,32.0,Portugal,Goalkeeper,GK,,Rio Ave FC,Portugal,,in,summer,Primeira Liga,2000,False,
Desportivo Aves,Abilio,33.0,Portugal,Attacking Midfield,AM,,Campomaiorense,Portugal,,in,summer,Primeira Liga,2000,False,
Desportivo Aves,Jorge Vinagre,25.0,Portugal,Left-Back,LB,,Chaves,Portugal,,in,summer,Primeira Liga,2000,False,
Desportivo Aves,Camberra,29.0,Angola,Central Midfield,CM,,Freamunde,Portugal,,in,summer,Primeira Liga,2000,False,
Desportivo Aves,Rui Lima,22.0,Portugal,Left Midfield,LM,,Boavista,Portugal,0.0,in,summer,Primeira Liga,2000,True,free loan
Desportivo Aves,Rui Faria,19.0,Portugal,Goalkeeper,GK,,GD Serzedelo,Portugal,0.0,out,summer,Primeira Liga,2000,True,free loan
Desportivo Aves,Cândido Rego,29.0,Portugal,Goalkeeper,GK,,Vit. Guimarães,Portugal,,out,summer,Primeira Liga,2000,False,
Desportivo Aves,Paulo Alexandre,30.0,Portugal,Centre-Back,CB,,Chaves,Portugal,,out,summer,Primeira Liga,2000,False,
Desportivo Aves,Jean Paulista,22.0,Brazil,Centre-Forward,CF,,Farense,Portugal,,out,summer,Primeira Liga,2000,False,
Desportivo Aves,Ermin Rakovic,22.0,Slovenia,Right Winger,RW,,NK Olimpija,Slovenia,,out,summer,Primeira Liga,2000,False,
Desportivo Aves,Quim Machado,33.0,Portugal,midfield,midfield,,Tirsense,Portugal,,out,summer,Primeira Liga,2000,False,
Desportivo Aves,Nenad Divac,31.0,Serbia,Right-Back,RB,,Sloboda Uzice,Serbia,,out,summer,Primeira Liga,2000,False,
Desportivo Aves,Rogerinho,26.0,Brazil,Left Winger,LW,,Vitória Setúbal,Portugal,,out,summer,Primeira Liga,2000,False,
Desportivo Aves,João Paulo,19.0,Portugal,Centre-Forward,CF,,Boavista,Portugal,0.0,out,summer,Primeira Liga,2000,True,end of loan
Desportivo Aves,Josivan,21.0,Brazil,Left Winger,LW,,FC Porto B,Portugal,0.0,in,winter,Primeira Liga,2000,True,free loan
FC Alverca,Ricardo Carvalho,22.0,Portugal,Centre-Back,CB,,FC Porto,Portugal,0.0,in,summer,Primeira Liga,2000,True,free loan
FC Alverca,Pedro Martins,29.0,Portugal,Defensive Midfield,DM,,Boavista,Portugal,0.0,in,summer,Primeira Liga,2000,False,
FC Alverca,Gabriel,22.0,Portugal,midfield,midfield,,Sporting CP,Portugal,0.0,in,summer,Primeira Liga,2000,False,
FC Alverca,Ernesto,20.0,Cape Verde,Goalkeeper,GK,,Barreirense,Portugal,0.0,in,summer,Primeira Liga,2000,False,
FC Alverca,Mickaël Tavares,17.0,Senegal,Defensive Midfield,DM,,US Créteil,France,0.0,in,summer,Primeira Liga,2000,False,
FC Alverca,Zé António,23.0,Portugal,Centre-Back,CB,,Torreense,Portugal,0.0,in,summer,Primeira Liga,2000,False,
FC Alverca,Rui Baião,19.0,Portugal,Attacking Midfield,AM,,Benfica,Portugal,0.0,in,summer,Primeira Liga,2000,True,free loan
FC Alverca,Tito,28.0,Portugal,Left-Back,LB,,Vit. Guimarães,Portugal,,in,summer,Primeira Liga,2000,False,
FC Alverca,Correia,21.0,Portugal,Centre-Back,CB,,FC Porto B,Portugal,,in,summer,Primeira Liga,2000,False,
FC Alverca,Ricardo Esteves,20.0,Portugal,Right-Back,RB,,Benfica B,Portugal,0.0,in,summer,Primeira Liga,2000,True,free loan
FC Alverca,Juan Viveros,19.0,Chile,Left Winger,LW,,Sporting CP,Portugal,0.0,in,summer,Primeira Liga,2000,True,free loan
FC Alverca,Chiquinho Conde,34.0,Mozambique,Centre-Forward,CF,,Vitória Setúbal,Portugal,,in,summer,Primeira Liga,2000,False,
FC Alverca,Marco Freitas,27.0,Angola,Defensive Midfield,DM,,Benfica,Portugal,0.0,in,summer,Primeira Liga,2000,True,free loan
FC Alverca,Cajú,23.0,Brazil,Second Striker,SS,,FC Porto,Portugal,,in,summer,Primeira Liga,2000,False,
FC Alverca,André Macanga,22.0,Angola,Defensive Midfield,DM,,FC Porto,Portugal,0.0,in,summer,Primeira Liga,2000,True,free loan
FC Alverca,Paulo Costa,20.0,Portugal,Attacking Midfield,AM,,Inter,Italy,0.0,out,summer,Primeira Liga,2000,False,
FC Alverca,Sergey Ovchinnikov,29.0,Russia,Goalkeeper,GK,,FC Porto,Portugal,,out,summer,Primeira Liga,2000,False,
FC Alverca,Duda,26.0,Brazil,Centre-Forward,CF,,Boavista,Portugal,,out,summer,Primeira Liga,2000,False,
FC Alverca,Gaspar,25.0,Portugal,Centre-Back,CB,,Paços Ferreira,Portugal,,out,summer,Primeira Liga,2000,False,
FC Alverca,Miner,29.0,Spain,Attacking Midfield,AM,,Santa Clara,Portugal,,out,summer,Primeira Liga,2000,False,
FC Alverca,Sousa,22.0,Portugal,Right-Back,RB,,FC Porto,Portugal,,out,summer,Primeira Liga,2000,False,
FC Alverca,Vasiliy Kulkov,34.0,Russia,Centre-Back,CB,,Retired,,,out,summer,Primeira Liga,2000,False,
FC Alverca,Abel Silva,30.0,Portugal,Right-Back,RB,,Retired,,,out,summer,Primeira Liga,2000,False,
FC Alverca,José Lima,33.0,Portugal,Left Winger,LW,,Retired,,,out,summer,Primeira Liga,2000,False,
FC Alverca,Marco Caneira,21.0,Portugal,Centre-Back,CB,,Sporting CP,Portugal,0.0,out,summer,Primeira Liga,2000,True,end of loan
FC Alverca,Zé António,23.0,Portugal,Centre-Back,CB,,Torreense,Portugal,0.0,out,summer,Primeira Liga,2000,True,end of loan
FC Alverca,Alhandra,21.0,Portugal,Left-Back,LB,,Sporting CP,Portugal,0.0,out,summer,Primeira Liga,2000,True,end of loan
FC Alverca,Nuno Assis,22.0,Portugal,Attacking Midfield,AM,,Sporting CP,Portugal,0.0,out,summer,Primeira Liga,2000,True,end of loan
FC Alverca,Tinaia,21.0,Portugal,Left-Back,LB,,Real Madrid C,Spain,0.0,in,winter,Primeira Liga,2000,False,
FC Alverca,Nicolas Paviot,25.0,France,Right-Back,RB,,Toulouse,France,,in,winter,Primeira Liga,2000,False,
FC Alverca,Hugo Santos,22.0,Portugal,Left Winger,LW,,Olivais,Portugal,0.0,out,winter,Primeira Liga,2000,True,free loan
FC Paços de Ferreira,Beto,23.0,Brazil,midfield,midfield,,Sport Recife,Brazil,1000000.0,in,summer,Primeira Liga,2000,False,
FC Paços de Ferreira,Glauber,25.0,Brazil,Defensive Midfield,DM,,Sport Recife,Brazil,0.0,in,summer,Primeira Liga,2000,False,
FC Paços de Ferreira,Zé Nando,24.0,Portugal,Left-Back,LB,,Gil Vicente,Portugal,,in,summer,Primeira Liga,2000,False,
FC Paços de Ferreira,Gaspar,25.0,Portugal,Centre-Back,CB,,Alverca,Portugal,,in,summer,Primeira Liga,2000,False,
FC Paços de Ferreira,Pinho,28.0,Portugal,Goalkeeper,GK,,Freamunde,Portugal,,in,summer,Primeira Liga,2000,False,
FC Paços de Ferreira,Formoso,26.0,Portugal,Left Winger,LW,,Santa Clara,Portugal,,in,summer,Primeira Liga,2000,False,
FC Paços de Ferreira,Leonardo,31.0,Brazil,Centre-Forward,CF,,ABC FC,Brazil,,in,summer,Primeira Liga,2000,False,
FC Paços de Ferreira,Alfredo Bóia,24.0,Portugal,Centre-Back,CB,,Leiria,Portugal,,in,summer,Primeira Liga,2000,False,
FC Paços de Ferreira,Everaldo,26.0,Brazil,Left Winger,LW,,CSA,Brazil,,in,summer,Primeira Liga,2000,False,
FC Paços de Ferreira,Miguel Reisinho,25.0,Portugal,Right Winger,RW,,FC Marco,Portugal,0.0,out,summer,Primeira Liga,2000,False,
FC Paços de Ferreira,Cadú,18.0,Portugal,defence,defence,,Aliados Lordelo,Portugal,0.0,out,summer,Primeira Liga,2000,True,free loan
FC Paços de Ferreira,Rui Miguel,25.0,Portugal,Centre-Forward,CF,,Vitória Setúbal,Portugal,,out,summer,Primeira Liga,2000,False,
FC Paços de Ferreira,José Tavares,35.0,Portugal,Central Midfield,CM,,Infesta,Portugal,,out,summer,Primeira Liga,2000,False,
FC Paços de Ferreira,Gabriel Alejandro Gervino,35.0,Argentina,Central Midfield,CM,,Olhanense,Portugal,,out,summer,Primeira Liga,2000,False,
FC Paços de Ferreira,Lula,34.0,Brazil,Centre-Back,CB,,SC Quanxing,China,,out,summer,Primeira Liga,2000,False,
FC Paços de Ferreira,Paulo Vida,29.0,Portugal,Centre-Forward,CF,,Campomaiorense,Portugal,0.0,out,winter,Primeira Liga,2000,False,
FC Porto,Dmitri Alenichev,27.0,Russia,Central Midfield,CM,,AS Roma,Italy,3000000.0,in,summer,Primeira Liga,2000,False,
FC Porto,Miran Pavlin,28.0,Slovenia,Attacking Midfield,AM,,SC Freiburg,Germany,900000.0,in,summer,Primeira Liga,2000,False,
FC Porto,Carlos Paredes,23.0,Paraguay,Defensive Midfield,DM,,Olimpia,Paraguay,0.0,in,summer,Primeira Liga,2000,False,
FC Porto,Sousa,22.0,Portugal,Right-Back,RB,,Alverca,Portugal,,in,summer,Primeira Liga,2000,False,
FC Porto,Juan Antonio Pizzi,32.0,Spain,Centre-Forward,CF,,CA Rosario,Argentina,,in,summer,Primeira Liga,2000,False,
FC Porto,Fernandinho,19.0,Brazil,Left-Back,LB,,EC Vitória,Brazil,,in,summer,Primeira Liga,2000,False,
FC Porto,Jorge Andrade,22.0,Portugal,Centre-Back,CB,,CF Estrela,Portugal,,in,summer,Primeira Liga,2000,False,
FC Porto,Pedro Espinha,34.0,Portugal,Goalkeeper,GK,,Vit. Guimarães,Portugal,,in,summer,Primeira Liga,2000,False,
FC Porto,André Macanga,22.0,Angola,Defensive Midfield,DM,,Salgueiros,Portugal,,in,summer,Primeira Liga,2000,False,
FC Porto,Pena,26.0,Brazil,Centre-Forward,CF,,Palmeiras,Brazil,,in,summer,Primeira Liga,2000,False,
FC Porto,Sergey Ovchinnikov,29.0,Russia,Goalkeeper,GK,,Alverca,Portugal,,in,summer,Primeira Liga,2000,False,
FC Porto,Jardel,26.0,Brazil,Centre-Forward,CF,,Galatasaray,Turkey,17050000.0,out,summer,Primeira Liga,2000,False,
FC Porto,Ljubinko Drulovic,31.0,Serbia,Left Winger,LW,,Benfica,Portugal,0.0,out,summer,Primeira Liga,2000,False,
FC Porto,Ricardo Carvalho,22.0,Portugal,Centre-Back,CB,,Alverca,Portugal,0.0,out,summer,Primeira Liga,2000,True,free loan
FC Porto,Joca,20.0,Portugal,Defensive Midfield,DM,,Famalicão,Portugal,0.0,out,summer,Primeira Liga,2000,False,
FC Porto,Rodolfo Correia,23.0,Portugal,Defensive Midfield,DM,,Beira-Mar,Portugal,0.0,out,summer,Primeira Liga,2000,True,free loan
FC Porto,Ricardo Sousa,21.0,Portugal,Attacking Midfield,AM,,Beira-Mar,Portugal,0.0,out,summer,Primeira Liga,2000,True,free loan
FC Porto,António Folha,29.0,Portugal,Left Winger,LW,,Standard Liège,Belgium,0.0,out,summer,Primeira Liga,2000,True,free loan
FC Porto,Marco Almeida,21.0,Portugal,midfield,midfield,,Leça,Portugal,0.0,out,summer,Primeira Liga,2000,True,free loan
FC Porto,Alessandro Cambalhota,27.0,Brazil,Right Winger,RW,,Fluminense,Brazil,0.0,out,summer,Primeira Liga,2000,True,free loan
FC Porto,Miklós Fehér,20.0,Hungary,Centre-Forward,CF,,Braga,Portugal,0.0,out,summer,Primeira Liga,2000,True,free loan
FC Porto,Cajú,23.0,Brazil,Second Striker,SS,,Alverca,Portugal,,out,summer,Primeira Liga,2000,False,
FC Porto,Paulo Ferreira,26.0,Portugal,Left Winger,LW,,CF Estrela,Portugal,,out,summer,Primeira Liga,2000,False,
FC Porto,André Macanga,22.0,Angola,Defensive Midfield,DM,,Alverca,Portugal,0.0,out,summer,Primeira Liga,2000,True,free loan
FC Porto,Sousa,22.0,Portugal,Right-Back,RB,,Braga,Portugal,0.0,out,summer,Primeira Liga,2000,True,free loan
FC Porto,Rui Barros,34.0,Portugal,Attacking Midfield,AM,,Retired,,,out,summer,Primeira Liga,2000,False,
FC Porto,Cajú,23.0,Brazil,attack,attack,,Alverca,Portugal,0.0,out,summer,Primeira Liga,2000,True,end of loan
FC Porto,Tonel,20.0,Portugal,Centre-Back,CB,,Coimbra,Portugal,0.0,out,winter,Primeira Liga,2000,True,free loan
FC Porto,Alessandro Cambalhota,27.0,Brazil,Right Winger,RW,,Cruzeiro,Brazil,0.0,out,winter,Primeira Liga,2000,True,free loan
FC Porto,Carlos Manuel,24.0,Portugal,Central Midfield,CM,,Leça,Portugal,0.0,out,winter,Primeira Liga,2000,True,free loan
FC Porto,Rubens Júnior,26.0,Brazil,Left-Back,LB,,Atlético-PR,Brazil,0.0,out,winter,Primeira Liga,2000,True,free loan
FC Porto,Juan Antonio Pizzi,32.0,Spain,Centre-Forward,CF,,CA Rosario,Argentina,,out,winter,Primeira Liga,2000,False,
Gil Vicente FC,Nuno Assis,22.0,Portugal,Attacking Midfield,AM,,Sporting CP,Portugal,0.0,in,summer,Primeira Liga,2000,True,free loan
Gil Vicente FC,Nuno Amaro,24.0,Portugal,Left-Back,LB,,FC Marco,Portugal,,in,summer,Primeira Liga,2000,False,
Gil Vicente FC,Pinheiro,23.0,Portugal,Attacking Midfield,AM,,Dragões,Portugal,,in,summer,Primeira Liga,2000,False,
Gil Vicente FC,Paulo César,20.0,Brazil,Right Winger,RW,,Villa Nova AC,Brazil,,in,summer,Primeira Liga,2000,False,
Gil Vicente FC,Sérgio Gameiro,24.0,Portugal,Attacking Midfield,AM,,Santa Clara,Portugal,,in,summer,Primeira Liga,2000,False,
Gil Vicente FC,Ivo Afonso,24.0,Portugal,Centre-Back,CB,,Canelas 2010,Portugal,,in,summer,Primeira Liga,2000,False,
Gil Vicente FC,Vargas Fernandes,22.0,Cape Verde,Left Midfield,LM,,Sporting Praia,Cape Verde,,in,summer,Primeira Liga,2000,False,
Gil Vicente FC,Miguel Simao,27.0,Portugal,attack,attack,,Sanf. Hiroshima,Japan,,in,summer,Primeira Liga,2000,False,
Gil Vicente FC,Dário,21.0,Cape Verde,Centre-Back,CB,,Sporting Praia,Cape Verde,,in,summer,Primeira Liga,2000,False,
Gil Vicente FC,Nuno Sampaio,25.0,Portugal,Goalkeeper,GK,,Espinho,Portugal,,in,summer,Primeira Liga,2000,False,
Gil Vicente FC,Clayton Maranhense,27.0,Brazil,Attacking Midfield,AM,,Fortaleza,Brazil,,in,summer,Primeira Liga,2000,False,
Gil Vicente FC,Vítor Vieira,27.0,Portugal,Right Winger,RW,,CF Estrela,Portugal,,in,summer,Primeira Liga,2000,False,
Gil Vicente FC,Guga,23.0,Brazil,Right Winger,RW,,Belenenses SAD,Portugal,0.0,out,summer,Primeira Liga,2000,False,
Gil Vicente FC,Carlitos,23.0,Portugal,Right Winger,RW,,Benfica,Portugal,,out,summer,Primeira Liga,2000,False,
Gil Vicente FC,Zé Nando,24.0,Portugal,Left-Back,LB,,Paços Ferreira,Portugal,,out,summer,Primeira Liga,2000,False,
Gil Vicente FC,Petit,23.0,Portugal,Defensive Midfield,DM,,Boavista,Portugal,,out,summer,Primeira Liga,2000,False,
Gil Vicente FC,Pedro Santos,24.0,Portugal,Central Midfield,CM,,Boavista,Portugal,,out,summer,Primeira Liga,2000,False,
Gil Vicente FC,Ricardo Nascimento,26.0,Portugal,Attacking Midfield,AM,,Montpellier,France,,out,summer,Primeira Liga,2000,False,
